Country,team_Name,team_ID,domestic_League_Name,domestic_League_ID,national_Cup_Name,national_Cup_ID,league_Cup_Name,league_Cup_ID
Armenia,FC Shirak,134618,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Van,134619,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC BKMA Yerevan,134620,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Ararat Yerevan,134621,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Lernayin Artsakh,134622,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Sevan,134623,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Alashkert,134624,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Pyunik,134625,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Noah,134626,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Urartu,134627,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Shirak,134628,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Van,134629,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC BKMA Yerevan,134630,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Ararat Yerevan,134631,Armenian Premier League,4364,Armenian Cup,4460,,
Armenia,FC Lernayin Artsakh,134632,Armenian Premier League,4364,Armenian Cup,4460,,
Austria,Red Bull Salzburg,133634,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,SK Rapid Wien,133635,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,Austria Wien,133636,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,Sturm Graz,133637,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,LASK,133638,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,Wolfsberger AC,133639,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,SV Ried,134251,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,TSV Hartberg,134252,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,SV Austria Klagenfurt,134253,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,SK Austria Lustenau,134254,Austrian Bundesliga,4621,ÖFB Cup,4436,,
Austria,FC Admira Wacker Mödling,134255,Austrian Bundesliga,4361,ÖFB Cup,4436,,
Belgium, Anderlecht,133845,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Club Brugge,133841,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Gent,133842,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Standard Liège,133844,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Charleroi,133843,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Cercle Brugge,134288,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Eupen,134289,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Kortrijk,134290,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Mechelen,134291,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Oostende,134292,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Sint-Truiden,134293,Belgian Pro League,4338,Belgian Cup,4437,,
Belgium, Zulte Waregem,134294,Belgian Pro League,4338,Belgian Cup,4437,,
Bosnia and Herzegovina,Zrinjski Mostar,134473,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Sarajevo,134474,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Zeljeznicar,134475,Bosnian Premier League,4354,Bosnian Cup,4450,,            
Bosnia and Herzegovina,Siroki Brijeg,134476,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Velez Mostar,134477,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Radnik Bijeljina,134478,Bosnian Premier  League,4354,Bosnian Cup,4450,,          
Bosnia and Herzegovina,Sloboda Tuzla,134479,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Posusje,134480,Bosnian Premier League,4354,Bosnian Cup,4450,,    
Bosnia and Herzegovina,Igman Konjic,134481,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Sarajevo,134482,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Slavija Sarajevo,134483,Bosnian Premier League,4354,Bosnian Cup,4450,,
Bosnia and Herzegovina,Leotar Trebinje,134484,Bosnian Premier League,4354,Bosnian Cup,4450,,
Croatia,Hajduk Split,133891,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Dinamo Zagreb,133890,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Osijek,133893,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Lokomotiva,134415,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Slaven Belupo,134416,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Gorica,134417,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Istra 1961,134418,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Sibenik,134419,Croatian First League,4348,Croatian Cup,4445,,
Croatia,Varazdin,134420,Croatian First League,4348,Croatian Cup,4445,,
Croatia ,Rijeka,133892,Croatian First League,4348,Croatian Cup,4445,,
Cyprus,APOEL,133898,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Anorthosis Famagusta,133899,Cypriot First Division,4349,Cypriot Cup,4446,,       
Cyprus,AEL Limassol,133900,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Omonia,133901,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Apoel,133902,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Apollon Limassol,133903,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Nea Salamis,134421,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Aris Limassol,134422,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Ethnikos Achna,134423,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Enosis Neon Paralimni,134424,Cypriot First Division,4349,Cypriot Cup,4446,,
Cyprus,Doxa Katokopias,134425,Cypriot First Division,4349,Cypriot Cup,4446,,        
Czech Republic,Slavia Prague,133876,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Sparta Prague,133877,Czech First League,4346,Czech Cup,4443,,              
Czech Republic,Plzen,133878,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Slovan Liberec,133879,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Bohemians 1905,133880,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Brno,134403,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Opava,134404,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Karvina,134405,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Hradec Kralove,134406,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Zlin,134407,Czech First League,4346,Czech Cup,4443,,
Czech Republic,Trinec,134408,Czech First League,4346,Czech Cup,4443,,
Denmark,Copenhagen,133804,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Midtjylland,133805,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Brøndby,133803,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Aarhus GF,133806,Danish Superliga,4340,Danish Cup,4438,,
Denmark,OB,133807,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Vejle,134295,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Silkeborg,134296,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Esbjerg,134297,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Horsens,134298,Danish Superliga,4340,Danish Cup,4438,,
Denmark,Randers,134299,Danish Superliga,4340,Danish Cup,4438,,
Denmark,SønderjyskE,134300,Danish Superliga,4340,Danish Cup,4438,,
Eire, Dundalk,134364,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Shamrock Rovers,134365,Irish Premier Division,4350,FAI Cup,4441,,
Eire, St Patrick's Athletic,134366,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Bohemians,134367,Irish Premier Division,4350,FA   I Cup,4441,,        
Eire, Sligo Rovers,134368,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Cork City,134369,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Derry City,134370,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Shelbourne,134371,Irish Premier Division,4350,FAI Cup,4441,,
Eire, Waterford,134372,Irish Premier Division,4350,FAI Cup,4441,,       
Eire, Finn Harps,134373,Irish Premier Division,4350,FAI Cup,4441,,      
England,Arsenal,133604,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Aston Villa,133601,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Bournemouth,134301,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Brentford,134355,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Chelsea,133610,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Crystal Palace,133632,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Everton,133615,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Fulham,133600,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Ipswich Town,133622,English League Championship,4329,FA Cup,4424,EFL Cup,4426
England,Leicester City,133626,English League Championship,4329,FA Cup,4424,EFL Cup,4426
England,Liverpool,133602,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Manchester City,133613,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Manchester United,133612,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Newcastle United,134777,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Nottingham Forest,133720,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Southampton,134778,English League Championship,4329,FA Cup,4424,EFL Cup,4426
England,Tottenham Hotspur,133616,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,West Ham United,133636,English Premier League,4328,FA Cup,4424,EFL Cup,4426
England,Wolverhampton Wanderers,133599,English Premier League,4328,FA Cup,4424,EFL Cup,4426
Finland,HJK Helsinki,133826,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,KuPS,133825,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,Ilves,134267,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,FC Lahti,134268,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,Honka,134269,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,Mariehamn,134871,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,RoPS,135529,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,SJK,135530,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland,Turku,135531,Finnish Veikkausliiga,4342,Suomen Cup,4439,,
Finland, VPS,135532,Finnish Veikkausliiga,4342,Suomen Cup,4439,,    
France,Angers,134709,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Auxerre,134788,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Brest,133704,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Le Havre,133862,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Lens,133822,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Lille,133711,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Lyon,133713,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Marseille,133707,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Montpellier,133709,French Ligue 2,4401,Coupe de France,4430,Coupe de la Ligue,4432
France,Nantes,133861,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Nice,133712,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Paris Saint-Germain,133604,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Rennes,133719,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Strasbourg,133882,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Toulouse,133703,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
France,Monaco,133823,French Ligue 1,4334,Coupe de France,4430,Coupe de la Ligue,4432
Georgia,FC Saburtalo Tbilisi,134426,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,         
Georgia,FC Dinamo Tbilisi,133904,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Torpedo Kutaisi,133905,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Dila Gori,133906,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Locomotive Tbilisi,133907,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Samtredia,134427,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Shukura Kobuleti,134428,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Sioni Bolnisi,134429,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Telavi,134430,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,        
Georgia,FC WIT Georgia,134431,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Saburtalo Tbilisi,134426,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Dinamo Batumi,134432,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Torpedo Kutaisi,134433,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Dila Gori,134434,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Locomotive Tbilisi,134435,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Samtredia,134436,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Shukura Kobuleti,134437,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Sioni Bolnisi,134438,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC Telavi,134439,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Georgia,FC WIT Georgia,134440,Georgian Erovnuli Liga,4350,Georgian Cup,4447,,
Germany,Bayer Leverkusen,133666,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Bayern Munich,133664,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Bochum,133839,German 2. Bundesliga,4399,DFB Pokal,4425,,
Germany,Borussia Dortmund,133650,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Borussia Mönchengladbach,134779,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Eintracht Frankfurt,133814,German Bundesliga,4331,DFB Pokal,4425,,
Germany,FC Augsburg,133652,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Freiburg,133653,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Hoffenheim,133657,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Holstein Kiel,136027,German 2. Bundesliga,4399,DFB Pokal,4425,,
Germany,Mainz,133665,German Bundesliga,4331,DFB Pokal,4425,,
Germany,RB Leipzig,134695,German Bundesliga,4331,DFB Pokal,4425,,
Germany,St Pauli,133813,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Stuttgart,133660,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Union Berlin,134690,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Werder Bremen,133662,German Bundesliga,4331,DFB Pokal,4425,,
Germany,Wolfsburg,133655,German Bundesliga,4331,DFB Pokal,4425,,
Greece,Olympiakos,133905,Super League Greece,4338,Greece Cup,4446,, 
Greece,Panathinaikos,133906,Super League Greece,4338,Greece Cup,4446,,
Greece,AEK Athens,133907,Super League Greece,4338,Greece Cup,4446,,
Greece,PAOK,133908,Super League Greece,4338,Greece Cup,4446,,
Greece,Aris Thessaloniki,134432,Super League Greece,4338,Greece Cup,4446,,
Greece,Atromitos,134433,Super League Greece,4338,Greece Cup ,4446,,
Greece,OFI Crete,134434,Super League Greece,4338,Greece Cup,4446,,
Greece,Volos,134435,Super League Greece,4338,Greece Cup,4446,,
Greece,Lamia,134436,Super League Greece,4338,Greece Cup,4446,,
Greece,Panetolikos,134437,Super League Greece,4338,Greece Cup,4446,,
Greece,Panionios,134438,Super League Greece,4338,Greece Cup,4446,,
Greece,Apollon Smyrnis,134439,Super League Greece,4338,Greece Cup,4446,,
Greece,Iraklis,134440,Super League Greece,4338,Greece Cup,4446,,
Hungary,Ferencváros,133887,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Fehérvár,133888,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Puskás Akadémia,133889,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Diósgyőr,134409,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Újpest,133890,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Zalaegerszeg,134410,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Budapest Honvéd,133891,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Kisvárda,134411,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Mezőkövesd,134412,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,Debrecen,134413,Hungarian NB I,4347,Hungarian Cup,4444,,
Hungary,MTK Budapest,134414,Hungarian NB I,4347,Hungarian Cup,4444,, 
Iceland,KR Reykjavik,134441,Úrvalsdeild,4339,Icelandic Cup,4447,,       
Iceland,FH Hafnarfjörður,134442,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,Valur,134443,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,Stjarnan,134444,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,ÍBV,134445,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,Víkingur Reykjavik,134446,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,Grindavík,134447,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,KA Akureyri,134448,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,Fylkir,134449,Úrvalsdeild,4339,Icelandic Cup,4447,,
Iceland,ÍA Akranes,134450,Úrvalsdeild,4339,Icelandic Cup,4447,, 
Italy,AC Milan,133667,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Atalanta,134782,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Bologna,134781,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Cagliari,134783,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Como,134243,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Empoli,133695,Italian Serie B,4394,Coppa Italia,4431,,
Italy,Fiorentina,133674,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Genoa,133675,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Inter Milan,133681,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Juventus,133676,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Lazio,133668,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Lecce,133678,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Monza,134270,Italian Serie B,4394,Coppa Italia,4431,,
Italy,Napoli,133670,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Parma,135728,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Roma,133682,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Torino,133687,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Udinese,133679,Italian Serie A,4332,Coppa Italia,4431,,
Italy,Venezia,134234,Italian Serie B,4394,Coppa Italia,4431,,
Kazakhstan,Astana,134451,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Kairat,134452,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Ordabasy,134453,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Shakhter Karagandy,134454,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Tobol,134455,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Zhastar,134456,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,                  
Kazakhstan,Akzhayik,134457,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Aktobe,134458,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,Irtysh Pavlodar,134459,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kazakhstan,FC Caspiy,134460,Kazakhstan Premier League,4352,Kazakhstan Cup,4448,,
Kosovo,FC Prishtina,134461,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Drita,134462,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Feronikeli,134463,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Llapi,134464,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Trepça'89,134465,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Ballkani,134466,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Gjilan,134467,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Liria,134468,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Vushtrria,134469,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Drenica,134470,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Flamurtari,134471,Kosovo Superliga,4353,Kosovo Cup,4449,,
Kosovo,FC Dukagjini,134472,Kosovo Superliga,4353,Kosovo Cup,4449,,       
Latvia,Riga FC,134540,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,FK Ventspils,134541,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,FK Liepaja,134542,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,FK Spartaks Jurmala,134543,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,Valmiera FC,134544,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,BFC Daugavpils,134545,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,FK Tukums 2000,134546,Latvian Virsliga,4359,Latvian Cup,4455,,       
Latvia,FK Jelgava,134547,Latvian Virsliga,4359,Latvian Cup,4455,,
Latvia,FK Metta,134548,Latvian Virsliga,4359,Latvian Cup,4455,,     
Latvia,FK Auda,134549,Latvian Virsliga,4359,Latvian Cup,4455,,
Lithuania,Zalgiris Vilnius,134530,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,Suduva,134531,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,Kauno Zalgiris,134532,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,    
Lithuania,Panevezys,134533,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Riteriai,134534,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Banga,134535,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Dainava,134536,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Jonava,134537,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Nevėžis,134538,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Lithuania,FK Hegelmann,134539,Lithuanian A Lyga,4358,Lithuanian Cup,4454,,
Moldova,Sheriff Tiraspol,134579,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Sfântul Gheorghe,134580,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Petrocub Hîncești,134581,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Milsami Orhei,134582,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Dinamo-Auto Tiraspol,134583,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Zimbru Chișinău,134584,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Dacia Buiucani,134585,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Codru Lozova,134586,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Florești,134587,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Zaria Bălți,134588,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Speranța Nisporeni,134589,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Sfântul Gheorghe,134590,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Petrocub Hîncești,134591,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Milsami Orhei,134592,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Dinamo-Auto Tiraspol,134593,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Zimbru Chișinău,134594,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Dacia Buiucani,134595,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Codru Lozova,134596,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Florești,134597,Moldovan National Division,4362,Moldovan Cup,4458,,      
Moldova,FC Zaria Bălți,134598,Moldovan National Division,4362,Moldovan Cup,4458,,
Moldova,FC Speranța Nisporeni,134599,Moldovan National Division,4362,Moldovan Cup,4458,,
North Macedonia,Shkupi,134600,North Macedonian First League,4363,Macedonian Cup,4459,,
North Macedonia,Vardar,134601,North Macedonian First League,4363,Macedonian Cup,4459,,
North Macedonia,Shkendija,134602,North Macedonian First League,4363,Macedonian Cup,4459,,               
